一级分类,二级分类,原始链接名称,原始链接URL,状态,RSS/候选名称,RSS/候选URL,备注,来源信息分类,是否模型相关,是否推理加速相关,是否智能体系统相关,是否AI应用相关,是否设备供应商相关,是否通信服务提供商相关,是否云基础设施相关,是否硬件（芯片和硬件热点新闻）相关,是否基础竞争力相关,Folo复核状态,Folo复核标题,Folo复核RSS,Folo复核站点,Folo复核条目数,Folo复核备注,Folo复核时间,FoloCLI补充状态,FoloCLI补充标题,FoloCLI补充RSS,FoloCLI补充条目数,FoloCLI补充备注
运营商 / 通信媒体,,Orange Business Press,https://www.orange-business.com/en/press,未确认,,,暂未找到稳定文章 RSS,通信服务供应商动态,不涉及,不涉及,不涉及,不涉及,不涉及,强相关,不涉及,不涉及,不涉及,未确认,,,,0,No usable RSS feed confirmed by Folo in this pass.,2026-04-26T01:35:42,,,,,
学术 / 研究,,PNAS,https://www.pnas.org,已确认,PNAS RSS,https://www.pnas.org/action/showFeed?type=etoc&feed=rss&jc=pnas,期刊目录流,学术论文,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,弱相关,,,,,,,,,,,,
中文科技媒体,,量子位,https://www.qbitai.cn/news,已确认,QbitAI Feed,https://www.qbitai.com/feed,官方可读，域名与入口页不同,行业新闻,弱相关,不涉及,不涉及,弱相关,不涉及,不涉及,不涉及,不涉及,弱相关,,,,,,,,,,,,
v5.0 配置补充（新增 URL）,媒体 / 中文科技 / 商业,量子位 root,https://www.qbitai.com/,已确认,QbitAI Feed,https://www.qbitai.com/feed,已有可用站点 feed,行业新闻,弱相关,不涉及,不涉及,弱相关,不涉及,不涉及,不涉及,不涉及,弱相关,,,,,,,,,,,,
v5.0 配置补充（新增 URL）,媒体 / 中文科技 / 商业,量子位 - 资讯分类,https://www.qbitai.com/category/%e8%b5%84%e8%ae%af,候选,QbitAI Feed,https://www.qbitai.com/feed,当前只确认到站点总 feed,行业新闻,弱相关,不涉及,不涉及,弱相关,不涉及,不涉及,不涉及,不涉及,弱相关,已确认,éå­ä½,https://www.qbitai.com/feed,https://www.qbitai.com/,4,Confirmed by Folo feeds lookup.,2026-04-26T01:41:17,,,,,
芯片 / 硬件,,Qualcomm Releases,https://www.qualcomm.com/news/releases,已确认,Qualcomm Releases RSS,http://feeds.qualcomm.com/qualcomm/releases,官方新闻稿,设备供应商动态,不涉及,强相关,不涉及,不涉及,弱相关,不涉及,不涉及,强相关,不涉及,,,,,,,,,,,,
v5.0 配置补充（新增 URL）,电信 / 标准 / 行业媒体,RCRWireless - Telecom,https://www.rcrwireless.com/,未确认,RCR Wireless,https://www.rcrwireless.com/feed,行业媒体主页,行业新闻,不涉及,不涉及,不涉及,不涉及,弱相关,弱相关,不涉及,不涉及,不涉及,已确认,RCR Wireless,https://www.rcrwireless.com/feed,https://www.rcrwireless.com/,4,Confirmed by Folo feeds lookup.,2026-04-26T09:50:35,,,,,
v5.0 配置补充（新增 URL）,电信 / 标准 / 行业媒体,RCR Wireless - AI Infrastructure,https://www.rcrwireless.com/category/ai-infrastructure,未确认,RCR Wireless,https://www.rcrwireless.com/feed,AI 基础设施专题页,行业新闻,不涉及,强相关,不涉及,不涉及,弱相关,弱相关,不涉及,强相关,不涉及,已确认,RCR Wireless,https://www.rcrwireless.com/feed,https://www.rcrwireless.com/,4,Confirmed by Folo feeds lookup.,2026-04-26T09:55:43,,,,,
企业 / 云,,Red Hat Blog,https://www.redhat.com/en/blog,已确认,Red Hat Blog RSS,https://www.redhat.com/en/rss/blog,官方博客,云厂商,不涉及,弱相关,不涉及,不涉及,不涉及,不涉及,强相关,不涉及,强相关,,,,,,,,,,,,
v5.0 配置补充（新增 URL）,芯片 / 硬件 / 可穿戴,Rokid / AR / AI 眼镜,https://www.rokid.com/news,未确认,,,官方新闻页,设备供应商动态,不涉及,不涉及,不涉及,强相关,不涉及,不涉及,不涉及,强相关,不涉及,未确认,,,,0,No usable RSS feed confirmed by Folo in this pass.,2026-04-26T09:52:25,,,,,
学术 / 研究,,Science,https://www.science.org,已确认,Science RSS,https://www.science.org/action/showFeed?type=etoc&feed=rss&jc=science,期刊目录流,学术论文,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,弱相关,,,,,,,,,,,,
v5.0 配置补充（新增 URL）,电信 / 标准 / 行业媒体,SDxCentral Telecom News,https://www.sdxcentral.com/news/?term=telecoms-5g6g,未确认,SDxCentral,https://www.sdxcentral.com/sdx-en/rss/,电信新闻搜索页,行业新闻,不涉及,不涉及,不涉及,不涉及,弱相关,弱相关,不涉及,不涉及,不涉及,未确认,,,,0,No usable RSS feed confirmed by Folo in this pass.,2026-04-26T01:43:00,verified,SDxCentral,https://www.sdxcentral.com/sdx-en/rss/,4,官方替代源：站点总 RSS。
v5.0 配置补充（新增 URL）,电信 / 标准 / 行业媒体,SDxCentral News - Silicon Supercomputing Channel,https://www.sdxcentral.com/news/?term=the-silicon-supercomputing-channel,未确认,SDxCentral,https://www.sdxcentral.com/sdx-en/rss/,新闻搜索页,行业新闻,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,未确认,,,,0,No usable RSS feed confirmed by Folo in this pass.,2026-04-26T09:53:37,verified,SDxCentral,https://www.sdxcentral.com/sdx-en/rss/,4,官方替代源：站点总 RSS。
v5.0 配置补充（新增 URL）,电信 / 标准 / 行业媒体,SDxCentral AI & ML,https://www.sdxcentral.com/topics/ai-machine-learning/agentic-ai/,未确认,SDxCentral,https://www.sdxcentral.com/sdx-en/rss/,Agentic AI 专题页,行业新闻,不涉及,不涉及,强相关,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,未确认,,,,0,No usable RSS feed confirmed by Folo in this pass.,2026-04-26T01:43:13,verified,SDxCentral,https://www.sdxcentral.com/sdx-en/rss/,4,官方替代源：站点总 RSS。
v5.0 配置补充（新增 URL）,电信 / 标准 / 行业媒体,SDxCentral 5G/6G,https://www.sdxcentral.com/topics/telecoms-5g6g/,未确认,SDxCentral,https://www.sdxcentral.com/sdx-en/rss/,5G/6G 专题页,行业新闻,不涉及,不涉及,不涉及,不涉及,弱相关,弱相关,不涉及,不涉及,不涉及,未确认,,,,0,No usable RSS feed confirmed by Folo in this pass.,2026-04-26T09:55:08,verified,SDxCentral,https://www.sdxcentral.com/sdx-en/rss/,4,官方替代源：站点总 RSS。
学术 / 研究,,MIT Technology Review,https://www.technologyreview.com,已确认,MIT Tech Review Feed,https://www.technologyreview.com/feed/,官方文章流,行业新闻,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,,,,,,,,,,,,
v5.0 配置补充（新增 URL）,AI / Agent / 官方博客,MIT Technology Review - AI,https://www.technologyreview.com/topic/artificial-intelligence/,候选,MIT Tech Review Feed,https://www.technologyreview.com/feed/,只确认到站点总 feed，不是 AI 专题专属,行业新闻,强相关,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,已确认,MIT Technology Review,https://www.technologyreview.com/feed/,https://www.technologyreview.com/,4,Confirmed by Folo feeds lookup.,2026-04-26T01:36:40,,,,,
v5.0 配置补充（新增 URL）,云 / 基础设施 / 安全,Techzine Infrastructure,https://www.techzine.eu/infrastructure/,未确认,Techzine Global,https://www.techzine.eu/feed/,基础设施专题页,行业新闻,不涉及,强相关,不涉及,不涉及,不涉及,不涉及,强相关,强相关,不涉及,已确认,Techzine Global,https://www.techzine.eu/feed/,https://www.techzine.eu/,4,Confirmed by Folo feeds lookup.,2026-04-26T09:46:46,,,,,
v5.0 配置补充（新增 URL）,电信 / 标准 / 行业媒体,Telecoms.com,https://www.telecoms.com/communications-service-provider,未确认,telecoms,https://www.telecoms.com/rss.xml,服务商专题页,行业新闻,不涉及,不涉及,不涉及,不涉及,弱相关,弱相关,不涉及,不涉及,不涉及,已确认,telecoms,https://www.telecoms.com/rss.xml,https://www.telecoms.com/,4,Confirmed by Folo feeds lookup.,2026-04-26T09:51:38,,,,,
运营商 / 通信媒体,,TelecomTV Content,https://www.telecomtv.com/content/,未确认,TelecomTV,https://www.telecomtv.com/content/news/rss.xml,暂未找到稳定文章 RSS,行业新闻,不涉及,不涉及,不涉及,不涉及,弱相关,弱相关,不涉及,不涉及,不涉及,已确认,TelecomTV,https://www.telecomtv.com/content/news/rss.xml,https://www.telecomtv.com/,4,Direct Folo feed lookup confirmed after transient connection errors.,2026-04-26T09:43:24,,,,,
运营商 / 通信媒体,,Telefonica Communication Room,https://www.telefonica.com/en/communication-room/,已确认,Telefonica Feed,https://www.telefonica.com/en/communication-room/feed/,官方新闻,通信服务供应商动态,不涉及,不涉及,不涉及,不涉及,不涉及,强相关,不涉及,不涉及,不涉及,,,,,,,,,,,,
运营商 / 通信媒体,,Telekom Media,https://www.telekom.com/en/media,未确认,,,暂未找到稳定文章 RSS,通信服务供应商动态,不涉及,不涉及,不涉及,不涉及,不涉及,强相关,不涉及,不涉及,不涉及,未确认,,,,0,No usable RSS feed confirmed by Folo in this pass.,2026-04-26T09:42:07,,,,,
v5.0 配置补充（新增 URL）,媒体 / 中文科技 / 商业,The Information,https://www.theinformation.com/,未确认,,,科技商业媒体主页,行业新闻,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,未确认,,,,0,No usable RSS feed confirmed by Folo in this pass.,2026-04-26T09:49:32,,,,,
AI / 科技媒体,,The Verge AI,https://www.theverge.com/ai-artificial-intelligence,未确认,The Verge,https://www.theverge.com/rss/index.xml,只见到站点总 feed 候选,行业新闻,弱相关,不涉及,弱相关,弱相关,不涉及,不涉及,不涉及,不涉及,弱相关,已确认,The Verge,https://www.theverge.com/rss/index.xml,https://www.theverge.com/,4,Confirmed by Folo feeds lookup.,2026-04-26T09:41:54,,,,,
v5.0 配置补充（新增 URL）,媒体 / 中文科技 / 商业,钛媒体,https://www.tmtpost.com/tag/topic/299106,未确认,éåªä½ï¼å¼é¢æªæ¥åä¸ä¸çæ´»æ°ç¥,https://www.tmtpost.com/rss.xml/,AI 或科技专题页,行业新闻,弱相关,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,已确认,éåªä½ï¼å¼é¢æªæ¥åä¸ä¸çæ´»æ°ç¥,https://www.tmtpost.com/rss.xml/,http://www.tmtpost.com/,4,Confirmed by Folo feeds lookup.,2026-04-26T09:47:44,,,,,
芯片 / 硬件,,TSMC News,https://www.tsmc.com/english/newsEvents,未确认,,,暂未找到稳定文章 RSS,设备供应商动态,不涉及,强相关,不涉及,不涉及,不涉及,不涉及,不涉及,强相关,不涉及,未确认,,,,0,No usable RSS feed confirmed by Folo in this pass.,2026-04-26T09:44:55,,,,,
运营商 / 通信媒体,,Verizon News,https://www.verizon.com/about/news/,已确认,Verizon RSS,https://www.verizon.com/about/rss.xml,官方新闻,通信服务供应商动态,不涉及,不涉及,不涉及,不涉及,不涉及,强相关,不涉及,不涉及,不涉及,,,,,,,,,,,,
运营商 / 通信媒体,,Vodafone News,https://www.vodafone.com/news,未确认,,,暂未找到稳定文章 RSS,通信服务供应商动态,不涉及,不涉及,不涉及,不涉及,不涉及,强相关,不涉及,不涉及,不涉及,未确认,,,,0,No usable RSS feed confirmed by Folo in this pass.,2026-04-26T01:35:29,,,,,
标准 / 组织,,W3C News Blog,https://www.w3.org/blog/news/,已确认,W3C Feed,https://www.w3.org/blog/news/feed/,官方新闻博客,行业新闻,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,,,,,,,,,,,,
AI / 科技媒体,,Wired AI Tag,https://www.wired.com/tag/ai/,已确认（替代）,Wired AI RSS,https://rsshub.bestblogs.dev/wired/tag/artificial-intelligence,通过 RSSHub 路由,行业新闻,弱相关,不涉及,弱相关,弱相关,不涉及,不涉及,不涉及,不涉及,弱相关,,,,,,,,,,,,
v5.0 配置补充（新增 URL）,云 / 基础设施 / 安全,Wiz Blog - AI Security,https://www.wiz.io/blog/tag/ai-security,未确认,Wiz Blog | RSS feed,https://www.wiz.io/feed/rss.xml,安全专题页,技术博客,弱相关,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,弱相关,未确认,,,,0,No usable RSS feed confirmed by Folo in this pass.,2026-04-26T09:46:25,verified,Wiz Blog | RSS feed,https://www.wiz.io/feed/rss.xml,4,官方 RSS。
v5.0 配置补充（新增 URL）,社区 / API / 社交 / 目录,小宇宙播客,https://www.xiaoyuzhoufm.com/podcast/667d1ecfc13b46d76c3f64b8,非文章页,,,播客页，不是文章 RSS 页,行业新闻,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,,,,,,,,,,,,
企业 / 云,,ZTE News,https://www.zte.com.cn/global/about/news,未确认,,,暂未找到稳定文章 RSS,设备供应商动态,不涉及,不涉及,不涉及,不涉及,强相关,弱相关,不涉及,弱相关,不涉及,未确认,,,,0,No usable RSS feed confirmed by Folo in this pass.,2026-04-26T01:34:45,,,,,
v5.0 配置补充（新增 URL）,电信 / 标准 / 行业媒体,ZTE News HTML,https://www.zte.com.cn/global/about/news.html,未确认,,,与主表 ZTE 新闻页为同源变体,设备供应商动态,不涉及,不涉及,不涉及,不涉及,强相关,弱相关,不涉及,弱相关,不涉及,未确认,,,,0,No usable RSS feed confirmed by Folo in this pass.,2026-04-26T01:41:43,,,,,
v5.0 配置补充（新增 URL）,社区 / API / 社交 / 目录,X - Alibaba_Qwen,https://x.com/Alibaba_Qwen,非文章页,,,社交账号页,行业新闻,强相关,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,,,,,,,,,,,,
v5.0 配置补充（新增 URL）,社区 / API / 社交 / 目录,X - AnthropicAI,https://x.com/AnthropicAI,非文章页,,,社交账号页,行业新闻,强相关,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,,,,,,,,,,,,
v5.0 配置补充（新增 URL）,社区 / API / 社交 / 目录,X - cursor_ai,https://x.com/cursor_ai,非文章页,,,社交账号页,行业新闻,不涉及,不涉及,强相关,强相关,不涉及,不涉及,不涉及,不涉及,不涉及,,,,,,,,,,,,
v5.0 配置补充（新增 URL）,社区 / API / 社交 / 目录,X - emollick,https://x.com/emollick,非文章页,,,社交账号页,行业新闻,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,,,,,,,,,,,,
v5.0 配置补充（新增 URL）,社区 / API / 社交 / 目录,X - Gartner_inc,https://x.com/Gartner_inc,非文章页,,,社交账号页,行业新闻,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,,,,,,,,,,,,
v5.0 配置补充（新增 URL）,社区 / API / 社交 / 目录,X - GeminiApp,https://x.com/GeminiApp,非文章页,,,社交账号页,行业新闻,强相关,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,,,,,,,,,,,,
v5.0 配置补充（新增 URL）,社区 / API / 社交 / 目录,X - ollama,https://x.com/ollama,非文章页,,,社交账号页,行业新闻,不涉及,不涉及,强相关,强相关,不涉及,不涉及,不涉及,不涉及,不涉及,,,,,,,,,,,,
v5.0 配置补充（新增 URL）,社区 / API / 社交 / 目录,X - OpenAI,https://x.com/OpenAI,非文章页,,,社交账号页,行业新闻,强相关,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,,,,,,,,,,,,
v5.0 配置补充（新增 URL）,社区 / API / 社交 / 目录,X - sama,https://x.com/sama,非文章页,,,社交账号页,行业新闻,弱相关,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,,,,,,,,,,,,
v5.0 配置补充（新增 URL）,社区 / API / 社交 / 目录,X - youyuxi,https://x.com/youyuxi,非文章页,,,社交账号页,行业新闻,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,,,,,,,,,,,,
v5.0 配置补充（新增 URL）,社区 / API / 社交 / 目录,X - Zai_org,https://x.com/Zai_org,非文章页,,,社交账号页,行业新闻,弱相关,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,,,,,,,,,,,,
v5.0 配置补充（新增 URL）,云 / 基础设施 / 安全,阿里云栖社区,https://yq.aliyun.com/,未确认,,,技术社区或文章站,行业新闻,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,未确认,,,,0,No usable RSS feed confirmed by Folo in this pass.,2026-04-26T01:36:57,,,,,
v5.0 配置补充（新增 URL）,媒体 / 中文科技 / 商业,智东西 - aichip001,https://zhidx.com/aichip001,未确认,æºä¸è¥¿,https://zhidx.com/rss.xml,专栏或专题页,行业新闻,弱相关,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,已确认,æºä¸è¥¿,https://zhidx.com/rss.xml,https://zhidx.com/,4,Confirmed by Folo feeds lookup.,2026-04-26T01:39:37,,,,,
v5.0 配置补充（新增 URL）,媒体 / 中文科技 / 商业,智东西 - 人工智能专题,https://zhidx.com/p/category/zhidongxi/%e4%ba%ba%e5%b7%a5%e6%99%ba%e8%83%bd,未确认,æºä¸è¥¿,https://zhidx.com/rss.xml,专题页,行业新闻,弱相关,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,不涉及,已确认,æºä¸è¥¿,https://zhidx.com/rss.xml,https://zhidx.com/,4,Confirmed by Folo feeds lookup.,2026-04-26T09:50:01,,,,,
